0.000000000000000000e+00, 5.067396304666706153e-02
1.000000000000000021e-02, 1.017971887220109617e-01
2.000000000000000042e-02, 1.533696459046571259e-01
2.999999999999999889e-02, 2.053913032009170581e-01
4.000000000000000083e-02, 2.578621289448645437e-01
5.000000000000000278e-02, 3.107820911984128243e-01
5.999999999999999778e-02, 3.641434078086763781e-01
7.000000000000000666e-02, 4.179358107217941432e-01
8.000000000000000167e-02, 4.721511721015252405e-01
8.999999999999999667e-02, 5.267816395336240021e-01
1.000000000000000056e-01, 5.818196213319823951e-01
1.100000000000000006e-01, 6.372577729211481579e-01
1.199999999999999956e-01, 6.930889841958893793e-01
1.300000000000000044e-01, 7.493063677694544733e-01
1.400000000000000133e-01, 8.059032480317551705e-01
1.499999999999999944e-01, 8.628731509470669581e-01
1.600000000000000033e-01, 9.202097945281859648e-01
1.700000000000000122e-01, 9.779070799304295791e-01
1.799999999999999933e-01, 1.035959083114557311e+00
1.900000000000000022e-01, 1.094360047032709060e+00
2.000000000000000111e-01, 1.153104374295907064e+00
2.099999999999999922e-01, 1.212186620285614636e+00
2.200000000000000011e-01, 1.271601486675355552e+00
2.300000000000000100e-01, 1.331343815331524238e+00
2.399999999999999911e-01, 1.391408582565315077e+00
2.500000000000000000e-01, 1.451790893710194430e+00
2.600000000000000089e-01, 1.512485978001582243e+00
2.700000000000000178e-01, 1.573489183737423192e+00
2.800000000000000266e-01, 1.634795973700133853e+00
2.899999999999999800e-01, 1.696401920822049325e+00
2.999999999999999889e-01, 1.758302704077961520e+00
3.099999999999999978e-01, 1.820494104589672313e+00
3.200000000000000067e-01, 1.882972001928694405e+00
3.300000000000000155e-01, 1.945732370604320804e+00
3.400000000000000244e-01, 2.008771276725280330e+00
3.500000000000000333e-01, 2.072084874824097422e+00
3.599999999999999867e-01, 2.135669404834099616e+00
3.699999999999999956e-01, 2.199521189209759697e+00
3.800000000000000044e-01, 2.263636630181751208e+00
3.900000000000000133e-01, 2.328012207138720147e+00
4.000000000000000222e-01, 2.392644474128341692e+00
4.100000000000000311e-01, 2.457530057470767915e+00
4.199999999999999845e-01, 2.522665653478043613e+00
4.299999999999999933e-01, 2.588048026273513713e+00
4.400000000000000022e-01, 2.653674005705656924e+00
4.500000000000000111e-01, 2.719540485351144454e+00
4.600000000000000200e-01, 2.785644420602277460e+00
4.700000000000000289e-01, 2.851982826834273510e+00
4.799999999999999822e-01, 2.918552777648158791e+00
4.899999999999999911e-01, 2.985351403185305674e+00
5.000000000000000000e-01, 3.052375888509896384e+00
5.100000000000000089e-01, 3.119623472055835567e+00
5.200000000000000178e-01, 3.187091444134840579e+00
5.300000000000000266e-01, 3.254777145502645297e+00
5.400000000000000355e-01, 3.322677965980439296e+00
5.500000000000000444e-01, 3.390791343128830349e+00
5.600000000000000533e-01, 3.459114760971784275e+00
5.700000000000000622e-01, 3.527645748768146738e+00
5.799999999999999600e-01, 3.596381879828483008e+00
5.899999999999999689e-01, 3.665320770375111170e+00
5.999999999999999778e-01, 3.734460078443317510e+00
